id,page_id,position,block_type,text_body,image_asset_id,image_alt,video_asset_id,video_duration_sec,embed_url
7278,1459,7,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7279,1460,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7280,1460,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7281,1460,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7282,1461,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7283,1461,2,embed,,,,,,https://player.vimeo.com/video/76979870
7284,1461,3,embed,,,,,,https://player.vimeo.com/video/76979870
7285,1461,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7286,1461,5,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
7287,1461,6,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7288,1462,1,embed,,,,,,https://player.vimeo.com/video/76979870
7289,1462,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7290,1462,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7291,1463,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7292,1463,2,image,,480,Descriptive typography placeholder text for asset 480,,,
7293,1463,3,image,,3605,Descriptive typography placeholder text for asset 3605,,,
7294,1464,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7295,1464,2,video,,,,3630,576,
7296,1464,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7297,1464,4,image,,4942,Descriptive typography placeholder text for asset 4942,,,
7298,1464,5,video,,,,4325,116,
7299,1465,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7300,1465,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7301,1465,3,image,,3666,Descriptive typography placeholder text for asset 3666,,,
7302,1465,4,video,,,,647,351,
7303,1465,5,image,,3741,Descriptive typography placeholder text for asset 3741,,,
7304,1466,1,video,,,,722,447,
7305,1466,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7306,1466,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7307,1467,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7308,1467,2,image,,3616,Descriptive typography placeholder text for asset 3616,,,
7309,1467,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7310,1467,4,image,,2023,Descriptive typography placeholder text for asset 2023,,,
7311,1467,5,image,,2797,Descriptive typography placeholder text for asset 2797,,,
7312,1468,1,image,,408,Descriptive typography placeholder text for asset 408,,,
7313,1468,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7314,1468,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7315,1468,4,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7316,1469,1,video,,,,120,579,
7317,1469,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7318,1469,3,image,,2719,Descriptive typography placeholder text for asset 2719,,,
7319,1469,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7320,1469,5,image,,3581,Descriptive typography placeholder text for asset 3581,,,
7321,1469,6,video,,,,3298,515,
7322,1469,7,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7323,1470,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7324,1470,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7325,1470,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7326,1470,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7327,1470,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7328,1470,6,image,,2260,Descriptive typography placeholder text for asset 2260,,,
7329,1471,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7330,1471,2,video,,,,1870,145,
7331,1471,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7332,1471,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7333,1471,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7334,1471,6,embed,,,,,,https://slideshare.net/embed/123
7335,1471,7,image,,3382,Descriptive typography placeholder text for asset 3382,,,
7336,1472,1,image,,4073,Descriptive typography placeholder text for asset 4073,,,
7337,1472,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7338,1472,3,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
7339,1472,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7340,1473,1,video,,,,3041,124,
7341,1473,2,video,,,,777,181,
7342,1473,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7343,1473,4,video,,,,819,584,
7344,1473,5,image,,2353,Descriptive typography placeholder text for asset 2353,,,
7345,1473,6,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7346,1473,7,image,,964,Descriptive typography placeholder text for asset 964,,,
7347,1474,1,image,,3687,Descriptive typography placeholder text for asset 3687,,,
7348,1474,2,image,,382,Descriptive typography placeholder text for asset 382,,,
7349,1474,3,image,,1587,Descriptive typography placeholder text for asset 1587,,,
7350,1475,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7351,1475,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7352,1475,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7353,1475,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7354,1475,5,image,,3933,Descriptive typography placeholder text for asset 3933,,,
7355,1475,6,video,,,,4691,411,
7356,1475,7,video,,,,1793,478,
7357,1476,1,image,,365,Descriptive typography placeholder text for asset 365,,,
7358,1476,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7359,1476,3,image,,2177,Descriptive typography placeholder text for asset 2177,,,
7360,1477,1,image,,1315,Descriptive typography placeholder text for asset 1315,,,
7361,1477,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7362,1477,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7363,1478,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7364,1478,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7365,1478,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7366,1478,4,image,,1962,Descriptive typography placeholder text for asset 1962,,,
7367,1478,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7368,1478,6,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7369,1478,7,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7370,1479,1,embed,,,,,,https://player.vimeo.com/video/76979870
7371,1479,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7372,1479,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7373,1479,4,image,,4245,Descriptive typography placeholder text for asset 4245,,,
7374,1479,5,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7375,1480,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7376,1480,2,video,,,,4831,524,
7377,1480,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7378,1480,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7379,1480,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7380,1481,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7381,1481,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7382,1481,3,image,,4355,Descriptive typography placeholder text for asset 4355,,,
7383,1481,4,image,,4586,Descriptive typography placeholder text for asset 4586,,,
7384,1481,5,embed,,,,,,https://player.vimeo.com/video/76979870
7385,1482,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7386,1482,2,image,,2820,Descriptive typography placeholder text for asset 2820,,,
7387,1482,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7388,1482,4,image,,4751,Descriptive typography placeholder text for asset 4751,,,
7389,1482,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7390,1483,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7391,1483,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7392,1483,3,image,,1888,Descriptive typography placeholder text for asset 1888,,,
7393,1483,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7394,1483,5,image,,4476,Descriptive typography placeholder text for asset 4476,,,
7395,1483,6,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7396,1484,1,video,,,,3420,419,
7397,1484,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7398,1484,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7399,1484,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7400,1484,5,image,,2923,Descriptive typography placeholder text for asset 2923,,,
7401,1485,1,image,,2117,Descriptive typography placeholder text for asset 2117,,,
7402,1485,2,embed,,,,,,https://player.vimeo.com/video/76979870
7403,1485,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7404,1485,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7405,1485,5,embed,,,,,,https://slideshare.net/embed/123
7406,1486,1,video,,,,73,370,
7407,1486,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7408,1486,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7409,1486,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7410,1486,5,image,,3933,Descriptive typography placeholder text for asset 3933,,,
7411,1486,6,video,,,,2589,503,
7412,1486,7,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7413,1487,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7414,1487,2,image,,233,Descriptive typography placeholder text for asset 233,,,
7415,1487,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7416,1487,4,image,,2471,Descriptive typography placeholder text for asset 2471,,,
7417,1488,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7418,1488,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7419,1488,3,video,,,,486,563,
7420,1488,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7421,1489,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7422,1489,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7423,1489,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7424,1489,4,video,,,,3672,124,
7425,1489,5,image,,4475,Descriptive typography placeholder text for asset 4475,,,
7426,1490,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7427,1490,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7428,1490,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7429,1491,1,image,,1725,Descriptive typography placeholder text for asset 1725,,,
7430,1491,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
